Rank,Name,Genre,Publisher
14925,Clover no Kuni no Alice: Wonderful Wonder World,Adventure,Prototype
14926,Room Zoom: Race for Impact,Racing,Jaleco
14927,Yahari Game Demo Ore no Seishun Love-Kome Hamachi Gatteiru,Adventure,5pb
14928,Tube Slider,Racing,Unknown
14929,Ghost Pirates of Vooju Island,Adventure,DTP Entertainment
14930,America Oudan Ultra-Quiz,Misc,Victor Interactive
14931,DoDonPachi Dai-Oujou: Black Label Extra,Shooter,5pb
14932,Mind Your Language: Learn English! / French! / German! / Spanish! /Japanese!,Misc,PlayV
14933,ParaWorld,Strategy,Deep Silver
14934,Tropico Reloaded,Strategy,Kalypso Media
14935,Shinseiki Evangelion: Battle Orchestra,Fighting,Broccoli
14936,Pharaoh,Strategy,Vivendi Games
14937,Vampire Mansion: Linda Hyde,Adventure,Unknown
14938,Yes! Precure 5 Go Go Zenin Shu Go! Dream Festival,Action,Namco Bandai Games
14939,Battlefield 2: Modern Combat(JP sales),Shooter,Electronic Arts
14940,The Idolmaster: Gravure For You! Vol.7,Action,Namco Bandai Games
14941,Stake: Fortune Fighters,Fighting,Metro 3D
14942,Serious Sam Advance,Shooter,Global Star
14943,The Settlers: Rise of an Empire,Strategy,Ubisoft
14944,Let's Play Garden,Simulation,Deep Silver
14945,Umineko no Naku Koro ni San: Shinjitsu to Gensou no Yasoukyoku,Adventure,
14946,Pop'n Music 12 Iroha,Simulation,Konami Digital Entertainment
14947,BeatMania IIDX 11: IIDX Red,Simulation,Konami Digital Entertainment
14948,Warhammer Online: Age of Reckoning,Role-Playing,GOA
14949,Jikkyou Powerful Pro Yakyuu 12 Ketteiban,Sports,Konami Digital Entertainment
14950,Road Trip: The Arcade Edition,Racing,Zoo Digital Publishing
14951,Juusanshi Engi Engetsu Sangokuden 2,Action,Idea Factory
14952,No More Heroes: Heroes' Paradise,Action,Marvelous Interactive
14953,Virtua Tennis: World Tour (jp sales),Sports,Sega
14954,World Series of Poker 2008: Battle for the Bracelets,Misc,Activision
14955,Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai,Action,5pb
14956,Cold War,Shooter,DreamCatcher Interactive
14957,Steel Battalion: Line of Contact,Simulation,Capcom
14958,Naruto Shippuden: Ultimate Ninja Storm Collection,Action,Namco Bandai Games
14959,Ken to Mahou to Gakuen Mono. 2G,Role-Playing,Acquire
14960,NBA Starting Five,Sports,Konami Digital Entertainment
14961,Kami Naru Kimi to,Adventure,Idea Factory
14962,Spy Hunter: Nowhere To Run,Racing,Midway Games
14963,LEGO Harry Potter: Years 1-4,Action,Warner Bros. Interactive Entertainment
14964,Ikki Tousen: Eloquent Fist,Fighting,Marvelous Interactive
14965,Viva Pinata,Simulation,Microsoft Game Studios
14966,Carmen Sandiego: The Secret of the Stolen Drums,Action,BAM! Entertainment
14967,Disney's Magical Quest 3 Starring Mickey and Donald,Action,Capcom
14968,Chili Con Carnage,Shooter,Eidos Interactive
14969,Bus Simulator 16,Simulation,Astragon
14970,Rengoku II:  The Stairway To H.E.A.V.E.N.,Action,Konami Digital Entertainment
14971,Teddy Together,Simulation,Nintendo
14972,Pony Luv,Simulation,GSP
14973,Strike Witches 2: Iyasu Naosu Punipunisuru,Action,Kadokawa Shoten
14974,Omega Quintet,Role-Playing,Compile Heart
14975,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1,Action,Namco Bandai Games
14976,Demigod,Strategy,Atari
14977,The Voice,Action,Activision
14978,"Ed, Edd n Eddy: The Mis-Edventures",Platform,Midway Games
14979,Bunmei Haruka: Aoiza Ibunroku,Action,FuRyu
14980,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.6,Adventure,Namco Bandai Games
14981,Blade Arcus from Shining EX,Fighting,Sega
14982,Vantage Master Portable,Role-Playing,Falcom Corporation
14983,Lilpri DS: Hime-Chen! Apple Pink,Adventure,Sega
14984,Star Trek Online,Role-Playing,Atari
14985,Rapala for Kinect,Sports,Activision
14986,Rugby Challenge 3,Sports,Alternative Software
14987,"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 1: Shinseiki Evangelion - Magokoro o, Kimi ni",Misc,D3Publisher
14988,Diabolik Lovers: Vandead Carnival,Action,Idea Factory
14989,O.M.G. 26 - Our Mini Games,Puzzle,505 Games
14990,Ty the Tasmanian Tiger 3: Night of the Quinkan,Action,Zoo Digital Publishing
14991,AMF Xtreme Bowling,Sports,Mastertronic
14992,Total Overdose: A Gunslinger's Tale in Mexico,Shooter,Eidos Interactive
14993,Bomberman Fantasy Race,Racing,Virgin Interactive
14994,Colin McRae Rally 2.0,Racing,Codemasters
14995,Carnage Heart EXA,Strategy,ArtDink
14996,Tropico 4: Modern Times,Strategy,Kalypso Media
14997,Europa Universalis III Complete,Strategy,Paradox Interactive
14998,Bugriders: The Race of Kings,Racing,GT Interactive
14999,Bust-A-Move,Puzzle,Micro Cabin
15000,Wii de Asobu: Metroid Prime,Shooter,Nintendo
15001,Payout Poker & Casino,Misc,Unknown
15002,Wii de Asobu: Metroid Prime,Shooter,Nintendo
15003,Wangan Midnight Portable,Racing,Genki
15004,Cross Ange: Tenshi to Ryuu no Rondo tr.,Action,Namco Bandai Games
15005,Canvas 2,Adventure,Kadokawa Shoten
15006,Memories Off: Sorekara Again,Adventure,KID
15007,Tom Clancy's Rainbow Six: Vegas 2,Shooter,Ubisoft
15008,11eyes: CrossOver,Adventure,5pb
15009,Kenka Bancho Otome,Action,Screenlife
15010,Supermodel Makeover by Lauren Luke,Simulation,Avanquest
15011,George of the Jungle and the Search for the Secret,Platform,Ignition Entertainment
15012,AirForce Delta Storm,Shooter,Konami Digital Entertainment
15013,Serious Sam HD: Gold Edition,Shooter,Mastertronic
15014,Peter Pan in Disney's Return to Never Land,Platform,Sony Computer Entertainment
15015,Ferrari Challenge Trofeo Pirelli Deluxe,Racing,System 3 Arcade Software
15016,Xenosaga I·II,Role-Playing,Namco Bandai Games
15017,SimCity Societies,Simulation,Electronic Arts
15018,Mesaze!! Tsuri Master: Sekai ni Challenge! Hen,Sports,Hudson Soft
15019,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9,Misc,Namco Bandai Games
15020,Fishdom 2 Deluxe,Puzzle,Rondomedia
15021,Kuusen II,Simulation,Kadokawa Shoten
15022,Cross Channel: In Memory of All People,Adventure,CyberFront
15023,Bomberman Story DS,Role-Playing,Rising Star Games
15024,Penguins of Madagascar,Action,Namco Bandai Games
15025,Clannad: Mitsumi Mamoru Sakamichi de - Joukan,Adventure,Prototype
15026,Brothers in Arms: Hell's Highway,Shooter,Ubisoft
15027,Are You Alice?,Adventure,Idea Factory
15028,Future Tactics: The Uprising,Strategy,JoWood Productions
15029,Stronghold Crusader Extreme,Strategy,Gamecock
15030,Kensei: Sacred Fist,Fighting,Konami Digital Entertainment
15031,Backyard NFL Football,Sports,Atari
15032,Okashi na Shima no Peter Pan: Sweet Never Land,Adventure,Quinrose
15033,Urakata Hakuoki,Adventure,Idea Factory
15034,Cities XL 2011,Simulation,Focus Home Interactive
15035,Kung Fu Panda,Action,Activision
15036,Gift: Prism,Adventure,Sweets
15037,PDC World Championship Darts: Pro Tour,Sports,O-Games
15038,Shanghai: True Valor,Puzzle,Activision
15039,Tokyo Xanadu eX+,Role-Playing,Nihon Falcom Corporation
15040,Major Dream: Major DS Dream Baseball,Sports,Takara Tomy
15041,Steins;Gate: Senkei Kousoku no Phonogram,Adventure,5pb
15042,Thunderbirds,Shooter,Vivendi Games
15043,Winning Post 8 2015,Action,Tecmo Koei
15044,Vitamin Z Revolution,Adventure,D3Publisher
15045,Aria: The Origination ~Aoi Wakusei no El Cielo~,Adventure,Alchemist
15046,Inkheart,Adventure,DreamCatcher Interactive
15047,Street Fighter X Tekken,Fighting,Capcom
15048,Lunatic Dawn Tempest,Role-Playing,ArtDink
15049,Ceville,Action,Kalypso Media
15050,Strike Witches: Shirogane no Tsubasa,Strategy,Kadokawa Shoten
15051,Total Immersion Racing,Racing,Empire Interactive
15052,Totally Spies! 2: Undercover,Action,Atari
15053,Luxor: The Wrath of Set,Puzzle,Mumbo Jumbo
15054,Natalie Brooks: Mystery at Hillcrest High,Action,Licensed 4U
15055,NASCAR Heat Evolution,Racing,Dusenberry Martin Racing
15056,Board Game: Top Shop,Misc,Success
15057,NANA: Live Staff Daiboshuu! Shoshinsha Kangei,Action,Konami Digital Entertainment
15058,Castlevania: Lords of Shadow - Reverie,Action,Konami Digital Entertainment
15059,Xia-Xia,Platform,
15060,Cocoto Magic Circus,Shooter,Neko Entertainment
15061,Zero no Tsukaima: Shou-akuma to Harukaze no Concerto,Adventure,Marvelous Interactive
15062,Dunamis 15,Adventure,5pb
15063,DemiKids: Dark Version,Role-Playing,Atlus
15064,Mage Knight: Destiny's Soldier,Strategy,Namco Bandai Games
15065,GT Legends,Racing,Atari
15066,Blender Bros.,Platform,Unknown
15067,Suzumiya Haruhi no Heiretsu,Adventure,Sega
15068,F1 Race Stars,Racing,Codemasters
15069,DemiKids: Light Version,Role-Playing,Atlus
15070,Nanatsuiro * Drops Pure!!,Adventure,Media Works
15071,Pe-Jongju to Manabu Kankokugo DS: Test-Hen,Misc,D3Publisher
15072,Escape the Emerald Star,Puzzle,PopCap Games
15073,La Corda d'Oro 4,Action,Tecmo Koei
15074,Thomas and Friends: Steaming around Sodor,Action,Avanquest Software
15075,Titanic Mystery,Puzzle,O-Games
15076,Falcon 4.0: Allied Force,Simulation,Graphsim Entertainment
15077,Bottom of the 9th '97,Sports,Konami Digital Entertainment
15078,Shaman King: Chou Senjiryokketsu 3,Role-Playing,King Records
15079,Ride,Racing,Milestone S.r.l.
15080,Line Rider 2: Unbound,Puzzle,Deep Silver
15081,HatsuKare * Renai Debut Sengen!,Adventure,FuRyu
15082,Treasure Chase,Puzzle,Storm City Games
15083,Unreal Anthology,Shooter,Midway Games
15084,X3: Terran War Pack,Misc,Deep Silver
15085,Prison Architect,Action,Introversion Software
15086,G1 Jockey Wii,Sports,Tecmo Koei
15087,Kingdom: Ikkitousen no Ken,Action,Konami Digital Entertainment
15088,Wrestle Kingdom 2: Pro Wrestling Sekai Taisen,Fighting,Yuke's
15089,Rugby League Live 3,Action,Tru Blu Entertainment
15090,Tom Clancy's EndWar,Strategy,Ubisoft
15091,RayCrisis: Series Termination,Shooter,JVC
15092,Left 4 Dead,Shooter,Electronic Arts
15093,Bejeweled 2 Deluxe,Puzzle,Focus Home Interactive
15094,Ikki Tousen: Shining Dragon,Role-Playing,Marvelous Interactive
15095,Kimi ga Aruji de Shitsuji ga Ore de: Oshie Nikki,Adventure,Minato Station
15096,Toxic Grind,Sports,THQ
15097,DiRT,Racing,Codemasters
15098,Kawasaki Jet Ski,Racing,Metro 3D
15099,Genkai Tokki: Seven Pirates,Role-Playing,Compile Heart
15100,Enchanted Arms (JP sales),Role-Playing,Ubisoft
15101,ScrapLand,Action,Deep Silver
15102,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Fuujirareta Megami Portable,Misc,Paon
15103,Geten no Hana,Misc,Tecmo Koei
15104,Crazy Machines,Puzzle,DTP Entertainment
15105,Harukanaru Toki no Naka de 3 with Izayoiki Aizouban,Adventure,Tecmo Koei
15106,Blade Arcus from Shining EX,Fighting,Sega
15107,Brave: The Video Game,Action,Disney Interactive Studios
15108,Frontlines: Fuel of War,Shooter,THQ
15109,D.Gray-man: Sousha no Shikaku,Adventure,Konami Digital Entertainment
15110,Indianapolis 500 Evolution,Racing,Zushi Games
15111,Ookami to Koushinryou: Omiowataru Kaze,Adventure,ASCII Media Works
15112,Grey's Anatomy: The Video Game,Adventure,Ubisoft
15113,School Days LxH,Adventure,Interchannel
15114,Neo Angelique,Adventure,Tecmo Koei
15115,Big Idea's VeggieTales: LarryBoy and the Bad Apple,Action,Crave Entertainment
15116,Namco Museum Battle Collection (JP sales),Misc,Sony Computer Entertainment
15117,Chaos;Head Noah,Adventure,5pb
15118,Brandish: The Dark Revenant,Role-Playing,Falcom Corporation
15119,Summon Night: Swordcraft Story,Role-Playing,Banpresto
15120,Samurai Shodown V,Fighting,Ignition Entertainment
15121,Pro Fishing Challenge,Sports,Atlus
15122,Minna no Chizu 2,Misc,Zenrin
15123,Franklin's Great Adventures,Action,Game Factory
15124,Test Drive Unlimited,Racing,Atari
15125,SAW,Action,Konami Digital Entertainment
15126,Princess Saver! Eternal Love for My Lady,Adventure,Comfort
15127,To Love-Ru Trouble: Darkness - True Princess,Action,FuRyu
15128,Tokyo Mew Mew,Role-Playing,Takara
15129,Jitsumei Jikkyou Keiba Dream Classic 2002,Sports,Namco Bandai Games
15130,Ice Age: Dawn of the Dinosaurs,Action,Activision
15131,Interactive Storybook DS Series 3,Misc,Tommo
15132,Moujuutsukai to Oujisama: Snow Bride Portable,Adventure,Idea Factory
15133,Twinkle * Crusaders GoGo!,Adventure,ASCII Media Works
15134,Serious Sam HD: Gold Edition,Shooter,Devolver Digital
15135,Rule of Rose,Action,505 Games
15136,RedCard 20-03,Sports,Midway Games
15137,Homeworld,Strategy,Vivendi Games
15138,Freestyle Metal X,Racing,Midway Games
15139,Shonen Jump's One Piece: Grand Adventure,Fighting,Namco Bandai Games
15140,Pac-Man World Rally,Racing,Namco Bandai Games
15141,Plants vs. Zombies: Garden Warfare,Shooter,Electronic Arts
15142,Max Payne,Shooter,Take-Two Interactive
15143,Uta Kumi 575,Misc,Sega
15144,Invizimals: The Lost Kingdom,Action,Sony Computer Entertainment
15145,428: Fuusa Sareta Shibuya de,Adventure,Spike
15146,IL-2 Sturmovik: Forgotten Battles,Simulation,Ubisoft
15147,Overlord,Strategy,Codemasters
15148,Sacred 3,Role-Playing,Deep Silver
15149,The Professor's Brain Trainer: Logic,Puzzle,505 Games
15150,Fritz Chess,Strategy,Deep Silver
15151,Hisshou Pachinko * Pachi-Slot Kouryaku Series Portable Vol. 2: CR Evangelion - Hajimari no Fukuin,Misc,D3Publisher
15152,NFL Blitz Pro,Sports,Midway Games
15153,Rocket League,Sports,505 Games
15154,Balls of Fury,Sports,Zoo Digital Publishing
15155,18 Wheels of Steel: Extreme Trucker,Racing,Rondomedia
15156,Rugby World Cup 2015,Sports,Ubisoft
15157,Winning Post 8 2015,Action,Tecmo Koei
15158,Veggy World,Shooter,Jack of All Games
15159,Commandos: Strike Force,Shooter,Eidos Interactive
15160,Ukiyo no Roushi,Action,Unknown
15161,SBK: Snowboard Kids,Sports,Rising Star Games
15162,Warriors of the Lost Empire (JP sales),Role-Playing,Mercury Games
15163,Jojo's Bizarre Adventure,Fighting,Virgin Interactive
15164,Lode Runner,Puzzle,Hudson Entertainment
15165,Zathura,Adventure,Take-Two Interactive
15166,Cities in Motion Collection,Simulation,Unknown
15167,Evolution Snowboarding,Sports,Konami Digital Entertainment
15168,Jissen Pachinko Hisshouhou! CR Sakura Taisen,Misc,Sega
15169,Aegis of Earth: Protonovus Assault,Action,PQube
15170,Freedom Wings,Simulation,Natsume
15171,Super Nazo Puyo Tsuu: Ruruu no Tetsuwan Hanjyouki,Puzzle,Compile
15172,Zillions of Enemy X: Zetsukai no Crusade,Role-Playing,Nippon Ichi Software
15173,Dream Chronicles,Adventure,Zoo Games
15174,Kung Fu Panda: Showdown of Legendary Legends,Action,Little Orbit
15175,The Settlers IV,Strategy,Blue Byte
15176,Happiness! De-Lucks,Adventure,Marvelous Interactive
15177,Mount & Blade,Role-Playing,Paradox Interactive
15178,Doki Majo Plus,Adventure,SNK Playmore
15179,Eureka Seven Vol. 2: The New Vision,Shooter,Namco Bandai Games
15180,Love Once: Mermaid's Tears,Adventure,Unknown
15181,Puzzle Challenge: Crosswords and More!,Puzzle,Crave Entertainment
15182,Mata Hari: Betrayal is only a Kiss Away,Adventure,DTP Entertainment
15183,"Simple 2500 Series Portable!! Vol. 12: The Hohei 2: Senyuu yo, Sakini Ike",Action,D3Publisher
15184,Muppets Party Cruise,Misc,TDK Mediactive
15185,Quake 4,Shooter,Activision
15186,Maximum Capacity: Hotel Giant,Strategy,JoWood Productions
15187,Sengoku Otome: Legend Battle,Action,Unknown
15188,Shippuu Mahou Daisakusen: Kingdom-Grandprix,Shooter,Gaga
15189,Yamasa Digi Portable: Matsuri no Tatsujin - Win-Chan no Natsumatsuri,Misc,Yamasa Entertainment
15190,Quiz Present Variety Q-Sama!! DS: Pressure Study x Atama Gai Kunaru Drill SP,Misc,Plenty
15191,Fritz Chess,Strategy,Deep Silver
15192,Heart no Kuni no Alice Anniversary Ver.: Wonderful Wonder World,Adventure,Quinrose
15193,Fuel,Racing,Codemasters
15194,Serious Sam: Next Encounter,Shooter,Global Star
15195,PachiPara 15: Super Umi Monogatari in Okinawa 2,Misc,Irem Software Engineering
15196,Motto! SoniComi,Simulation,Kadokawa Games
15197,Let's Play Flight Attendant,Simulation,Deep Silver
15198,Akai Ito DS,Adventure,Alchemist
15199,Knight's Apprentice: Memorick's Adventures,Action,Microids
15200,Saint,Shooter,Unknown
15201,Darksiders,Action,THQ
15202,Natsuiro no Sunadokei,Adventure,Princess Soft
15203,Indigo Prophecy,Adventure,Atari
15204,Jissen Pachi-Slot Hisshouhou! Mister Magic Neo,Misc,Sega
15205,Tale of a Hero,Adventure,Daedalic
15206,Valentino Rossi: The Game,Racing,Namco Bandai Games
15207,Turbo: Super Stunt Squad,Sports,D3Publisher
15208,FIFA Soccer 09,Sports,Electronic Arts
15209,The Lord of the Rings: The Battle for Middle-Earth II,Strategy,Electronic Arts
15210,Ballblazer Champions,Sports,CTO SpA
15211,Steal Princess,Platform,Unknown
15212,So Blonde,Adventure,Eidos Interactive
15213,Winter Sports 2011,Sports,DTP Entertainment
15214,Koisuru Otome to Shugo no Tate: The Shield of AIGIS,Adventure,Alchemist
15215,Disney's Meet the Robinsons,Action,Disney Interactive Studios
15216,Casper's Scare School: Classroom Capers,Adventure,Blast! Entertainment Ltd
15217,Moujuutsukai to Oujisama Portable,Adventure,Idea Factory
15218,Galaxy Angel II: Eigou Kaiki no Koku,Strategy,Broccoli
15219,Genroh,Action,Idea Factory
15220,Otome wa Oanesama Boku ni Koi Shiteru Portable,Adventure,Alchemist
15221,Iron Phoenix,Fighting,Sega
15222,Legend: Hand of God,Role-Playing,DTP Entertainment
15223,Geon Cube,Puzzle,P2 Games
15224,Tennis no Oji-Sama: Driving Smash! Side King,Sports,Konami Digital Entertainment
15225,Kuon,Adventure,Indie Games
15226,Kannou Mukashi Banashi Portable,Adventure,Idea Factory
15227,Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,Adventure,Alchemist
15228,Diabolik Lovers: More Blood,Adventure,Idea Factory
15229,Triple Crown Championship Snowboarding,Sports,Destineer
15230,UnchainBlades EXXiV,Role-Playing,FuRyu
15231,The Fast and the Furious,Racing,Deep Silver
15232,Fallout Trilogy,Role-Playing,Ubisoft
15233,Carmen Sandiego: The Secret of the Stolen Drums,Action,BAM! Entertainment
15234,The Sims: Complete Collection,Simulation,Electronic Arts
15235,Command & Conquer 3: Deluxe Edition,Strategy,Electronic Arts
15236,Dance! It's Your Stage,Misc,DTP Entertainment
15237,Sacred Gold,Role-Playing,Encore
15238,Dies Irae: Amantes Amentes,Action,Views
15239,Puyo Puyo! 15th Anniversary,Puzzle,Sega
15240,Mind over Matter,Puzzle,505 Games
15241,The Idolmaster: Gravure For You! Vol.9,Action,Namco Bandai Games
15242,Discovery Kids: Snake Safari,Simulation,505 Games
15243,Ryu-koku,Adventure,KID
15244,Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu,Misc,Square Enix
15245,Group S Challenge,Racing,Capcom
15246,GunParade Orchestra: Midori no Shou,Adventure,Sony Computer Entertainment
15247,Shooter: Starfighter Sanvein,Shooter,Midas Interactive Entertainment
15248,Jewel Master: Cradle Of Rome 2,Puzzle,Rising Star Games
15249,Sakura Wars 1 & 2,Strategy,Sega
15250,Kao Challengers,Platform,Atari
15251,Brave: The Video Game,Action,Disney Interactive Studios
15252,Order of War,Strategy,Square Enix
15253,Terminator 3: The Redemption,Shooter,Atari
15254,Painkiller,Shooter,DreamCatcher Interactive
15255,Date A Live: Arusu Install,Adventure,Compile Heart
15256,Canimal Triple,Misc,Warner Bros. Interactive Entertainment
15257,Tengen Toppa Gurren-Lagann,Action,Konami Digital Entertainment
15258,Sugoi Hebereke,Fighting,Sunsoft
15259,Pebble Beach Golf Links,Sports,Sega
15260,Spider-Man: Web of Shadows,Action,Activision
15261,Dakar 2: The World's Ultimate Rally,Racing,Acclaim Entertainment
15262,Jelly Belly: Ballistic Beans,Puzzle,Zoo Digital Publishing
15263,PopCap Hits!,Misc,PopCap Games
15264,Mario Tennis,Sports,
15265,Higurashi Daybreak Portable Mega Edition,Adventure,Alchemist
15266,Dragon's Lair,Platform,Destineer
15267,Shinken de Watashi ni Koi Shinasai! R,Action,Minato Station
15268,Whiteout,Racing,Konami Digital Entertainment
15269,Shiratsuyu no Kai,Adventure,Idea Factory
15270,Dungeon Defenders,Role-Playing,Unknown
